Movie_name,Release_Year,Time_duration,Imdb_Rating,Imdb_votes,Meta_score,movie_type,Director,Actors,Movie_Description
 Prometheus,2012,2h 4m,7.0,675000.0,64.0,R,Ridley Scott,Noomi RapaceLogan Marshall-GreenMichael Fassbender,"Following clues to the origin of mankind, a team finds a structure on a distant moon, but they soon realize they are not alone."
 Lethal Weapon 2,1989,1h 54m,7.3,195000.0,70.0,R,Richard Donner,Mel GibsonDanny GloverJoe Pesci,Riggs and Murtaugh are on the trail of South African diplomats who are using their immunity to engage in criminal activities.
 Die Hard 2,1990,2h 4m,7.1,396000.0,67.0,R,Renny Harlin,Bruce WillisWilliam AthertonBonnie Bedelia,"John McClane attempts to avert disaster as rogue military operatives seize control of Dulles International Airport in Washington, D.C."
 The Crazies,2010,1h 41m,6.5,133000.0,56.0,R,Breck Eisner,Radha MitchellTimothy OlyphantDanielle Panabaker,"After a strange and insecure plane crash, an unusual toxic virus enters a quaint farming town. A young couple are quarantined, but they fight for survival along with help from a couple of people."
 Exam,2009,1h 41m,6.7,130000.0,65.0,Not Rated,Stuart Hazeldine,Adar BeckLuke MablyGemma Chan,"Eight candidates for a highly desirable corporate job are locked together in an exam room and given a final test with just one seemingly simple question. However, it doesn't take long for confusion to ensue and tensions to unravel."
 Closer,2004,1h 44m,7.2,244000.0,68.78,R,Mike Nichols,Natalie PortmanJude LawClive Owen,The relationships of two couples become complicated and deceitful when the man from one couple meets the woman of the other.
 Together,2000,1h 46m,7.4,25000.0,84.0,R,Lukas Moodysson,Lisa LindgrenMichael NyqvistEmma Samuelsson,"In 1975, the dynamics of a Swedish commune begin to change upon the arrival of a beaten wife and her two kids."
 Mamma Mia!,2008,1h 48m,6.5,290000.0,51.0,PG-13,Phyllida Lloyd,Meryl StreepPierce BrosnanAmanda Seyfried,"Donna, an independent hotelier, is preparing for her daughter's wedding with the help of two old friends. Meanwhile Sophie, the spirited bride, has a plan. She invites three men from her mother's past in hope of meeting her real father."
 300,2006,1h 57m,7.6,889000.0,52.0,R,Zack Snyder,Gerard ButlerLena HeadeyDavid Wenham,"In the ancient battle of Thermopylae, King Leonidas and 300 Spartans fight against Xerxes and his massive Persian army."
 High Tension,2003,1h 31m,6.7,80000.0,42.0,R,Alexandre Aja,Cécile de FranceMaïwennPhilippe Nahon,"Best friends Marie and Alexia decide to spend a quiet weekend at Alexia's parents' secluded farmhouse. But on the night of their arrival, the girls' idyllic getaway turns into an endless night of horror."
 Final Destination,2000,1h 38m,6.7,299000.0,39.0,R,James Wong,Devon SawaAli LarterKerr Smith,"After getting a premonition about a plane crash on his school trip, Alex, a student, saves a few of his classmates. However, their situation gets complicated when death starts chasing them."
 I Know What You Did Last Summer,1997,1h 41m,5.8,165000.0,52.0,R,Jim Gillespie,Jennifer Love HewittSarah Michelle GellarAnne Heche,Four young friends bound by a tragic accident are reunited when they find themselves being stalked by a hook-wielding maniac in their small seaside town.
" Me, Myself & Irene",2000,1h 56m,6.6,258000.0,49.0,R,sBobby FarrellyPeter Farrelly,Jim CarreyRenée ZellwegerAnthony Anderson,A nice-guy cop with Dissociative Identity Disorder must protect a woman on the run from a corrupt ex-boyfriend and his associates.
 The Darjeeling Limited,2007,1h 31m,7.2,223000.0,67.0,R,Wes Anderson,Owen WilsonAdrien BrodyJason Schwartzman,"A year after their father's funeral, three brothers travel across India by train in an attempt to bond with each other."
 Fear,1996,1h 37m,6.2,58000.0,51.0,R,James Foley,Mark WahlbergReese WitherspoonWilliam Petersen,"When Nicole met handsome, charming, affectionate David, he was everything. It seemed perfect, but soon she sees that David has a darker side. And his adoration turns to obsession, their dream into a nightmare, and her love into fear."
 Planet Terror,2007,1h 45m,7.0,228000.0,68.78,R,Robert Rodriguez,Rose McGowanFreddy RodríguezJosh Brolin,"After an experimental bio-weapon is released, turning thousands into zombie-like creatures, it's up to a rag-tag group of survivors to stop the infected and those behind its release."
 The Descent,2005,1h 39m,7.2,259000.0,71.0,R,Neil Marshall,Shauna MacdonaldNatalie MendozaAlex Reid,"A caving expedition goes horribly wrong, as the explorers become trapped and ultimately pursued by a strange breed of predators."
